step,edge_id,avg_speed,vehicle_count,occupancy,traffic_flow
100,'-E0,0,0,0.0,0
100,'-E1,0,0,0.0,0
100,'-E1.703,0,0,0.0,0
100,'-E10,17.81732698499425,1,0.4679419501458404,17.81732698499425
100,'-E11,0,0,0.0,0
100,'-E12,17.760509302114475,1,0.2899888334358834,17.760509302114475
100,'-E13,17.9625595179205,3,1.0003825236582566,53.8876785537615
100,'-E15,15.517982568874224,2,0.5567557690860822,31.03596513774845
100,'-E16,20.260417410465436,2,0.34048253631581155,40.52083482093087
100,'-E17,0,0,0.0,0
100,'-E18,0,0,0.0,0
100,'-E19,0,0,0.0,0
100,'-E2,0,0,0.0,0
100,'-E2.372,21.065879213308545,1,0.25794401958557334,21.065879213308545
100,'-E21,21.376969266302787,1,0.2698459424982828,21.376969266302787
100,'-E211,0,0,0.0,0
100,'-E22,0,0,0.0,0
100,'-E23,0,0,0.0,0
100,'-E24,0,0,0.0,0
100,'-E25,0,0,0.0,0
100,'-E26,0,0,0.0,0
100,'-E27,0,0,0.0,0
100,'-E28,0,0,0.0,0
100,'-E29,0,0,0.0,0
100,'-E3,0,0,0.0,0
100,'-E31,0,0,0.0,0
100,'-E32,0,0,0.0,0
100,'-E33,0,0,0.0,0
100,'-E34,18.117260887256126,1,0.48660722199571005,18.117260887256126
100,'-E35,0,0,0.0,0
100,'-E36,0,0,0.0,0
100,'-E37,0,0,0.0,0
100,'-E38,17.464864994942896,1,0.3267385319920759,17.464864994942896
100,'-E39,0,0,0.0,0
100,'-E4,20.794571218821364,1,0.7019331465285443,20.794571218821364
100,'-E40,19.054860894118285,2,0.24133744825871373,38.10972178823657
100,'-E41,0,0,0.0,0
100,'-E5,0,0,0.0,0
100,'-E7,20.38322890267444,1,0.17645074224021595,20.38322890267444
100,'-E8,16.76626336526888,2,0.9765004176553642,33.53252673053776
100,'-E9,0,0,0.0,0
100,'-E9.302,18.242514146645345,1,0.10032731787456577,18.242514146645345
100,':J10_0,0,0,0.0,0
100,':J10_1,0,0,0.0,0
100,':J10_10,0,0,0.0,0
100,':J10_12,0,0,0.0,0
100,':J10_13,0,0,0.0,0
100,':J10_14,0,0,0.0,0
100,':J10_17,0,0,0.0,0
100,':J10_18,0,0,0.0,0
100,':J10_19,0,0,0.0,0
100,':J10_20,0,0,0.0,0
100,':J10_21,0,0,0.0,0
100,':J10_3,0,0,0.0,0
100,':J10_4,0,0,0.0,0
100,':J10_5,0,0,0.0,0
100,':J10_8,0,0,0.0,0
100,':J10_9,0,0,0.0,0
100,':J11_0,0,0,0.0,0
100,':J11_1,0,0,0.0,0
100,':J11_10,0,0,0.0,0
100,':J11_12,0,0,0.0,0
100,':J11_13,0,0,0.0,0
100,':J11_14,0,0,0.0,0
100,':J11_15,0,0,0.0,0
100,':J11_17,0,0,0.0,0
100,':J11_19,0,0,0.0,0
100,':J11_20,0,0,0.0,0
100,':J11_21,0,0,0.0,0
100,':J11_22,0,0,0.0,0
100,':J11_23,0,0,0.0,0
100,':J11_3,0,0,0.0,0
100,':J11_4,0,0,0.0,0
100,':J11_5,0,0,0.0,0
100,':J11_8,0,0,0.0,0
100,':J11_9,0,0,0.0,0
100,':J12_0,0,0,0.0,0
100,':J12_1,0,0,0.0,0
100,':J12_2,0,0,0.0,0
100,':J12_4,0,0,0.0,0
100,':J12_6,0,0,0.0,0
100,':J12_8,0,0,0.0,0
100,':J12_9,0,0,0.0,0
100,':J13_0,0,0,0.0,0
100,':J13_1,0,0,0.0,0
100,':J13_10,0,0,0.0,0
100,':J13_11,0,0,0.0,0
100,':J13_12,0,0,0.0,0
100,':J13_14,0,0,0.0,0
100,':J13_15,0,0,0.0,0
100,':J13_16,0,0,0.0,0
100,':J13_3,0,0,0.0,0
100,':J13_4,0,0,0.0,0
100,':J13_5,0,0,0.0,0
100,':J13_6,0,0,0.0,0
100,':J13_7,0,0,0.0,0
100,':J13_8,0,0,0.0,0
100,':J14_0,0,0,0.0,0
100,':J14_11,0,0,0.0,0
100,':J14_3,0,0,0.0,0
100,':J14_4,0,0,0.0,0
100,':J14_5,0,0,0.0,0
100,':J14_6,0,0,0.0,0
100,':J14_8,0,0,0.0,0
100,':J18_0,0,0,0.0,0
100,':J18_3,0,0,0.0,0
100,':J19_0,0,0,0.0,0
100,':J19_3,0,0,0.0,0
100,':J1_0,0,0,0.0,0
100,':J1_2,0,0,0.0,0
100,':J20_0,0,0,0.0,0
100,':J20_3,0,0,0.0,0
100,':J22_0,0,0,0.0,0
100,':J22_1,0,0,0.0,0
100,':J22_10,0,0,0.0,0
100,':J22_13,0,0,0.0,0
100,':J22_14,0,0,0.0,0
100,':J22_15,0,0,0.0,0
100,':J22_17,0,0,0.0,0
100,':J22_18,0,0,0.0,0
100,':J22_19,0,0,0.0,0
100,':J22_20,0,0,0.0,0
100,':J22_21,0,0,0.0,0
100,':J22_4,0,0,0.0,0
100,':J22_5,0,0,0.0,0
100,':J22_6,0,0,0.0,0
100,':J22_8,0,0,0.0,0
100,':J22_9,0,0,0.0,0
100,':J23_0,0,0,0.0,0
100,':J23_10,0,0,0.0,0
100,':J23_11,0,0,0.0,0
100,':J23_3,0,0,0.0,0
100,':J23_4,0,0,0.0,0
100,':J23_6,0,0,0.0,0
100,':J23_8,0,0,0.0,0
100,':J25_0,0,0,0.0,0
100,':J25_2,0,0,0.0,0
100,':J25_3,0,0,0.0,0
100,':J25_5,0,0,0.0,0
100,':J25_6,0,0,0.0,0
100,':J25_8,0,0,0.0,0
100,':J25_9,0,0,0.0,0
100,':J26_0,0,0,0.0,0
100,':J26_2,0,0,0.0,0
100,':J27_0,0,0,0.0,0
100,':J27_2,0,0,0.0,0
100,':J2_0,0,0,0.0,0
100,':J2_1,0,0,0.0,0
100,':J2_10,0,0,0.0,0
100,':J2_12,0,0,0.0,0
100,':J2_13,0,0,0.0,0
100,':J2_14,0,0,0.0,0
100,':J2_17,0,0,0.0,0
100,':J2_18,0,0,0.0,0
100,':J2_19,0,0,0.0,0
100,':J2_3,0,0,0.0,0
100,':J2_4,0,0,0.0,0
100,':J2_5,0,0,0.0,0
100,':J2_8,0,0,0.0,0
100,':J2_9,0,0,0.0,0
100,':J30_0,0,0,0.0,0
100,':J30_11,0,0,0.0,0
100,':J30_3,0,0,0.0,0
100,':J30_4,0,0,0.0,0
100,':J30_5,0,0,0.0,0
100,':J30_7,0,0,0.0,0
100,':J30_9,0,0,0.0,0
100,':J31_0,0,0,0.0,0
100,':J31_2,0,0,0.0,0
100,':J31_3,0,0,0.0,0
100,':J31_5,0,0,0.0,0
100,':J31_6,0,0,0.0,0
100,':J31_8,0,0,0.0,0
100,':J31_9,0,0,0.0,0
100,':J32_0,0,0,0.0,0
100,':J32_2,0,0,0.0,0
100,':J32_3,0,0,0.0,0
100,':J32_5,0,0,0.0,0
100,':J32_6,0,0,0.0,0
100,':J32_8,0,0,0.0,0
100,':J32_9,0,0,0.0,0
100,':J33_0,0,0,0.0,0
100,':J33_2,0,0,0.0,0
100,':J33_3,0,0,0.0,0
100,':J33_5,0,0,0.0,0
100,':J33_6,0,0,0.0,0
100,':J33_8,0,0,0.0,0
100,':J33_9,0,0,0.0,0
100,':J34_0,0,0,0.0,0
100,':J34_1,0,0,0.0,0
100,':J39_0,0,0,0.0,0
100,':J39_11,0,0,0.0,0
100,':J39_3,0,0,0.0,0
100,':J39_6,0,0,0.0,0
100,':J39_9,0,0,0.0,0
100,':J3_0,0,0,0.0,0
100,':J3_3,0,0,0.0,0
100,':J40_0,0,0,0.0,0
100,':J40_2,0,0,0.0,0
100,':J40_3,0,0,0.0,0
100,':J40_5,0,0,0.0,0
